audio,labeled_text
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20141/chunk_out_5.wav,chiều bốn giờ dạ vâng vâng vâng em chào anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_in_1.wav,vâng ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_in_2.wav,không là ý em là em để quên điện thoại ở nhà
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_in_3.wav,bao nhiêu ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_in_4.wav,vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_out_1.wav,chị ạ alo chị ơi chị em gọi để giao đơn hàng quần áo gửi cho chị chị ạ em mang qua nhà cho chị nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_out_2.wav,áo giác kết nữ với cả khăn lụa
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_out_3.wav,trả thêm nhận cho anh được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_out_4.wav,à chín trăm à
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_out_5.wav,chín mốt nghìn
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20268/chunk_out_9.wav,anh mang qua nhá anh cảm ơn em ô kê ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20269/chunk_out_0.wav,động máy giúp anh thì em động máy giúp anh với
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20269/chunk_out_1.wav,anh đến rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20322/chunk_in_2.wav,ờ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20322/chunk_in_3.wav,vào nhà đi xong em nhắn số tài khoản trong đây cho chị
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20322/chunk_out_0.wav,chị hoa ơi em ở bên giao tiết kiệm á
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20322/chunk_out_1.wav,em không ở bên giao hàng tiết kiệm ạ em gọi để giao cái đơn hàng viên đặt phụ khoa à chưa nhầm nhầm viên đặt âm đạo gửi cho chị ý mà
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20322/chunk_out_2.wav,vâng em mang quà nhà cho chị nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20322/chunk_out_3.wav,dạ vâng dạ vâng em gửi ngay đấy ạ dạ vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20551/chunk_in_4.wav,thưa là chỗ nào có không biết
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20551/chunk_out_0.wav,alo ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20551/chunk_out_3.wav,anh ơi có cái đơn hàng đó về giao trong bát em  mang qua cho anh nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_in_4.wav,mình chưa chắc mình đã có gà đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_in_5.wav,mai thì chưa biết là mình có ra đâu đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_in_6.wav,rồi rồi lúc nào giao thì gọi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_in_7.wav,rồi rồi rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_out_1.wav,có cái đơn hàng nó về kho đê một ga giáp bát ý mai em có mang qua cho anh được không anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_out_3.wav,đập cho chưa ơi anh nhận được hàng không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_out_4.wav,thế cô vì ngày kia được không anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_out_6.wav,tại vì nay em có kịp việc em về sớm ấy nên là em không kịp giao qua cho anh được ấy anh thông cảm em tí nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20553/chunk_out_7.wav,vâng vâng vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20555/chunk_out_0.wav,nào không đồng với
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_in_3.wav,à đáng ở đâu rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_in_5.wav,tầm khoảng một tiếng nữa em quay lại được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_out_2.wav,cháu gọi để giao đơn hàng cháu gọi để giao đơn hàng quần áo gửi cho cô ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_out_3.wav,dạ đang ở ngõ năm hai một chương định rồi ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_out_4.wav,có cô ạ đơn hàng của cô à
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_out_5.wav,đơn hàng của cô là
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_out_6.wav,dạ vâng vâng vâng ạ vâng ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20557/chunk_out_7.wav,vâng vâng vâng chào cô ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20559/chunk_in_1.wav,vừa mới ra khỏi ga rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20559/chunk_in_3.wav,cậu đang đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20559/chunk_in_4.wav,đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20559/chunk_out_1.wav,à giờ anh tiền anh nhận được luôn rồi không thì em giao nhưng đơn này nó quá quá hạn giao rồi sợ không hẹn được cái ngày kia ý
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20559/chunk_out_3.wav,vâng vâng vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20560/chunk_in_3.wav,rồi đi công tác ra về đâu mà lấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20560/chunk_out_2.wav,anh ơi có cái đơn là
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20560/chunk_out_3.wav,kem nám thì của anh một trăm sáu đó về ba sáu mươi lẻ sáu ý đơn đấy của anh có lấy đâu anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20560/chunk_out_4.wav,vâng vâng ô kê sẽ để em hủy nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20560/chunk_out_6.wav,à dạ dạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20576/chunk_in_3.wav,dưới đây 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20576/chunk_out_0.wav,alo anh ơi em gọi từ giao đơn hàng quần áo gửi cho anh ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20576/chunk_out_1.wav,em em đang ở gõ mười chín tiêu đồng rồi anh ở số nhà bao nhiêu anh qua
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20576/chunk_out_2.wav,à vâng vâng anh cứ xuống đi là thấy em ạ em đến rồi anh ạ vâng vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20576/chunk_out_3.wav,dạ đây đây em qua ngay đây ạ vầng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20601/chunk_out_0.wav,ôi cháu cháu qua cô nhá ôi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20601/chunk_out_1.wav,dạ vâng vâng ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20702/chunk_in_1.wav,chị không có nhà đâu cho chị về nhận được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20702/chunk_in_3.wav,có trong đấy có ai để em gửi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20702/chunk_in_6.wav,ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20702/chunk_out_1.wav,em giao hàng nhà mình ở chỗ nào tổ mười ba đấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20702/chunk_out_2.wav,thế chị nhờ ai nhờ em phát em lại không giao trưa ở đây
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20716/chunk_in_0.wav,em giao hàng gì đấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20716/chunk_in_1.wav,ở chỗ cạnh địa bàn anh mình đây này em giao rồi đếm nhanh lên chị còn đi có việc bây giờ 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20716/chunk_out_0.wav,mình ở chỗ nào tổ mười ba đấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20852/chunk_in_2.wav,cái gì đấy em ơi 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20852/chunk_in_3.wav,à chắc là của cô à rồi ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20912/chunk_out_0.wav,chị ơi gọi mãi không được chị lên chỗ nói đào mon
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20912/chunk_out_1.wav,bảy mươi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20912/chunk_out_2.wav,đến viện thì em gọi chị nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20912/chunk_out_3.wav,ô kê chị
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20924/chunk_in_2.wav,anh đến chưa ạ 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20924/chunk_in_3.wav,ở chỗ đoạn siêu thị thành đô
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20924/chunk_in_4.wav,sao ạ anh đến chưa giờ em ra
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20924/chunk_out_1.wav,anh ơi có cái đơn một trăm tám hai nghìn nó về ba năm hai giải phóng ấy anh có đấy không anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20924/chunk_out_3.wav,đang ở dưới ba xa tầng này chị đoạn nào ấy nhở 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20924/chunk_out_5.wav,em đang ở bãi xe hai tầng ở trong bay
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20960/chunk_in_1.wav,trinh à
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20960/chunk_out_1.wav,hàng chú đàn đâu ấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20960/chunk_out_3.wav,hàng cháu cầm hàng qua nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20962/chunk_in_0.wav,chị đi 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/20962/chunk_in_1.wav,cứ vứt đấy đi xong thì chuyển khoản tiền cước có mỗi tiền cước thôi mà 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21033/chunk_in_1.wav,thế rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21033/chunk_in_2.wav,mai sáng mai có ở nhà
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21033/chunk_out_1.wav,có đơn hàng á mai chú có nhà không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21044/chunk_in_1.wav,có ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21044/chunk_in_2.wav,có cái cái quản lý nguồn chứ gì 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21044/chunk_in_5.wav,đồ có
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21044/chunk_in_10.wav,không à cái nhà bên nhà mới cơ cái do nhà sau sau nhà bỏ hoang á
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21044/chunk_in_11.wav,qua đấy mà tí bây giờ chi có lấy không để em về
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21045/chunk_in_2.wav,ngã ba đường rẫy đông khê nhá 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21045/chunk_in_6.wav,chỗ gần bên cạnh cái nhà có cửa hàng sơn ấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21045/chunk_out_1.wav,mấy ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21045/chunk_out_2.wav,thứ mấy đấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21048/chunk_out_0.wav,đây em đang ở cạnh cái quán sơn này
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21055/chunk_in_2.wav,em có ý là sao nay anh gọi xuống cổng đài ý
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21055/chunk_in_3.wav,có anh có
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_in_1.wav,ừ em mang vào nhà đi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_in_2.wav,đơn gì
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_out_1.wav,dạ chị ơi em gọi giao đơn hàng gửi cho chị chị ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_out_2.wav,em đang đứng ở số một hai năm đây chị
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_out_3.wav,hàng mỹ phẩm trung một trăm bốn bảy nghìn chị ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_out_4.wav,hàng mỹ phẩm trung một trăm bốn mươi bảy nghìn của mi ni
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_out_5.wav,mi min min na min na sờ to gửi cho chị
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21056/chunk_out_7.wav,đây em đến rồi em đến rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_in_2.wav,dạ dạ em nghe
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_in_5.wav,để chiều được không anh để tầm chiều được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_in_6.wav,ba bốn giờ ìm được 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_in_7.wav,tầm chiều qua bây giờ em không ở nhà tầm này em mới về 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_in_8.wav,dạ dạ dạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_out_2.wav,em gọi để giao đơn hàng phấn phấn phụ gửi cho chị mà
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_out_3.wav,vâng em mang qua nhà cho chị ý nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_out_4.wav,mấy giờ ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/21078/chunk_out_5.wav,vâng vâng
